id,referencia,poliza_id,vehiculo_id,asegurado_id,fecha_siniestro,lugar,responsable,importe_estimada,estado
339,SIN000339,348,356,217,2021-01-07,Murcia,False,4088.91,CERRADA
340,SIN000340,363,395,821,2024-01-15,Zaragoza,False,3199.88,CERRADA
341,SIN000341,394,81,623,2023-07-21,Barcelona,False,4337.05,CERRADA
342,SIN000342,611,525,556,2022-06-07,Valencia,True,1938.69,ABIERTA
343,SIN000343,525,956,892,2020-11-07,Valencia,True,1426.7,CERRADA
344,SIN000344,817,632,330,2020-07-22,Alicante,False,1174.13,CERRADA
345,SIN000345,501,188,424,2020-09-23,Sevilla,False,2054.67,EN_TRAMITE
346,SIN000346,76,62,259,2021-09-13,Bilbao,True,4222.66,ABIERTA
347,SIN000347,740,320,956,2020-10-03,Málaga,False,1330.7,ABIERTA
348,SIN000348,239,162,893,2020-05-29,Murcia,True,4893.68,EN_TRAMITE
349,SIN000349,800,250,165,2022-11-21,Murcia,False,721.56,EN_TRAMITE
350,SIN000350,731,35,750,2023-06-10,Madrid,True,4748.29,CERRADA
351,SIN000351,477,120,681,2021-05-14,Madrid,False,2484.93,CERRADA
352,SIN000352,209,484,196,2021-10-18,Palma,True,4553.6,CERRADA
353,SIN000353,923,17,659,2024-05-24,Palma,False,1768.11,CERRADA
354,SIN000354,534,827,997,2020-11-03,Palma,True,2066.29,ABIERTA
355,SIN000355,943,958,152,2022-03-21,Alicante,False,3208.59,ABIERTA
356,SIN000356,474,541,354,2023-09-01,Palma,False,1137.48,ABIERTA
357,SIN000357,944,943,109,2021-08-29,Barcelona,False,3229.79,CERRADA
358,SIN000358,78,659,398,2024-04-10,Bilbao,False,4210.88,CERRADA
359,SIN000359,280,692,927,2022-05-25,Valencia,True,2679.33,EN_TRAMITE
360,SIN000360,372,934,208,2022-05-14,Málaga,True,497.35,EN_TRAMITE
361,SIN000361,631,299,793,2024-08-29,Valencia,True,1355.9,EN_TRAMITE
362,SIN000362,837,566,951,2023-10-23,Zaragoza,False,434.52,EN_TRAMITE
363,SIN000363,937,556,281,2022-01-22,Bilbao,True,731.78,CERRADA
364,SIN000364,74,723,191,2023-08-20,Barcelona,True,4410.49,ABIERTA
365,SIN000365,99,281,107,2024-04-03,Murcia,False,743.09,ABIERTA
366,SIN000366,90,921,840,2024-05-12,Sevilla,False,4425.86,CERRADA
367,SIN000367,6,678,90,2024-12-30,Málaga,False,2366.04,CERRADA
368,SIN000368,282,413,54,2021-11-01,Málaga,True,509.82,CERRADA
369,SIN000369,594,724,768,2024-06-29,Palma,True,4469.09,ABIERTA
370,SIN000370,613,15,127,2022-12-31,Bilbao,True,1017.95,ABIERTA
371,SIN000371,715,851,832,2022-06-17,Zaragoza,False,1555.84,CERRADA
372,SIN000372,994,95,947,2021-08-29,Palma,False,3054.15,EN_TRAMITE
373,SIN000373,804,260,650,2024-05-19,Madrid,False,557.85,CERRADA
374,SIN000374,465,640,110,2022-11-26,Alicante,True,1779.87,CERRADA
375,SIN000375,595,698,746,2023-10-06,Alicante,False,899.67,ABIERTA
376,SIN000376,871,369,435,2022-10-27,Madrid,True,3524.7,ABIERTA
377,SIN000377,321,299,525,2020-08-04,Murcia,False,359.17,CERRADA
378,SIN000378,535,238,229,2020-10-04,Barcelona,False,2000.46,EN_TRAMITE
379,SIN000379,540,773,366,2024-08-06,Bilbao,False,1461.72,ABIERTA
380,SIN000380,411,563,653,2022-05-25,Bilbao,False,3214.47,ABIERTA
381,SIN000381,45,986,555,2021-09-02,Sevilla,True,835.26,CERRADA
382,SIN000382,991,843,512,2020-03-30,Bilbao,True,4302.55,ABIERTA
383,SIN000383,795,681,741,2022-08-15,Madrid,False,4797.0,CERRADA
384,SIN000384,58,713,554,2020-09-07,Málaga,True,3318.7,EN_TRAMITE
385,SIN000385,734,568,718,2024-04-25,Madrid,True,1716.49,ABIERTA
386,SIN000386,219,744,587,2022-08-14,Bilbao,False,1816.69,CERRADA
387,SIN000387,444,537,924,2024-06-09,Barcelona,False,4709.35,CERRADA
388,SIN000388,604,751,334,2021-10-14,Alicante,False,1855.39,ABIERTA
389,SIN000389,944,409,424,2024-05-29,Alicante,True,3581.64,CERRADA
390,SIN000390,22,134,730,2023-03-16,Barcelona,True,1897.66,EN_TRAMITE
391,SIN000391,890,774,501,2022-03-14,Madrid,False,2176.83,CERRADA
392,SIN000392,207,846,448,2021-07-06,Madrid,False,4995.93,ABIERTA
393,SIN000393,561,882,257,2024-08-28,Palma,True,4182.11,CERRADA
394,SIN000394,936,560,275,2021-05-19,Alicante,True,4943.1,ABIERTA
395,SIN000395,731,589,695,2023-04-08,Alicante,False,2126.31,EN_TRAMITE
396,SIN000396,271,632,654,2020-12-21,Sevilla,True,1762.86,EN_TRAMITE
397,SIN000397,353,266,782,2022-10-19,Murcia,True,3240.24,ABIERTA
398,SIN000398,140,392,924,2021-05-13,Málaga,False,2827.96,ABIERTA
399,SIN000399,514,704,318,2020-03-14,Valencia,True,4349.01,EN_TRAMITE
400,SIN000400,785,314,155,2024-01-12,Alicante,False,2284.24,EN_TRAMITE
401,SIN000401,767,549,835,2022-09-25,Alicante,True,2575.28,EN_TRAMITE
402,SIN000402,775,679,758,2020-07-24,Barcelona,False,3963.83,CERRADA
403,SIN000403,502,30,730,2020-06-03,Alicante,True,4911.92,CERRADA
404,SIN000404,947,85,965,2023-07-09,Barcelona,True,4851.76,CERRADA
405,SIN000405,435,776,848,2022-06-27,Valencia,True,4707.9,ABIERTA
406,SIN000406,346,298,706,2023-12-06,Málaga,True,3635.75,CERRADA
407,SIN000407,583,809,651,2024-02-12,Valencia,False,769.74,EN_TRAMITE
408,SIN000408,894,180,154,2023-01-31,Barcelona,True,3963.19,ABIERTA
409,SIN000409,479,390,622,2020-02-23,Alicante,False,2541.15,ABIERTA
410,SIN000410,74,92,476,2023-06-29,Barcelona,False,2001.45,EN_TRAMITE
411,SIN000411,848,672,238,2022-01-17,Valencia,True,2802.84,CERRADA
412,SIN000412,262,236,992,2023-05-15,Valencia,True,2818.32,CERRADA
413,SIN000413,84,858,908,2020-01-01,Alicante,True,2243.97,ABIERTA
414,SIN000414,552,142,975,2020-01-29,Zaragoza,True,4882.85,CERRADA
415,SIN000415,46,4,326,2021-12-07,Málaga,False,443.7,CERRADA
416,SIN000416,584,592,746,2020-03-01,Bilbao,False,1542.75,ABIERTA
417,SIN000417,17,885,7,2020-08-21,Málaga,True,1131.16,CERRADA
418,SIN000418,347,328,609,2021-10-27,Barcelona,False,3832.78,CERRADA
419,SIN000419,453,786,195,2021-01-23,Palma,False,4263.89,EN_TRAMITE
420,SIN000420,758,89,861,2023-01-20,Barcelona,False,4529.41,ABIERTA
421,SIN000421,161,217,120,2020-01-16,Alicante,False,3231.06,ABIERTA
422,SIN000422,745,805,688,2020-11-20,Sevilla,True,2416.03,ABIERTA
423,SIN000423,108,594,620,2022-05-21,Madrid,False,308.16,ABIERTA
424,SIN000424,866,570,749,2022-12-09,Bilbao,True,4158.04,EN_TRAMITE
425,SIN000425,322,413,188,2022-12-24,Málaga,False,3865.65,EN_TRAMITE
426,SIN000426,952,970,534,2024-05-27,Alicante,True,3389.56,EN_TRAMITE
427,SIN000427,874,509,878,2020-01-01,Zaragoza,False,2093.11,CERRADA
428,SIN000428,700,936,167,2022-02-13,Bilbao,False,2650.91,EN_TRAMITE
429,SIN000429,268,286,760,2023-08-14,Málaga,True,3308.32,ABIERTA
430,SIN000430,491,325,84,2021-07-01,Valencia,False,2335.59,CERRADA
431,SIN000431,269,359,746,2023-07-15,Madrid,True,3057.18,ABIERTA
432,SIN000432,542,269,345,2024-10-23,Málaga,True,3311.04,EN_TRAMITE
433,SIN000433,3,896,456,2022-02-12,Murcia,True,1448.39,EN_TRAMITE
434,SIN000434,990,140,34,2021-06-07,Sevilla,False,2529.08,CERRADA
435,SIN000435,388,341,707,2024-09-25,Madrid,True,1529.09,CERRADA
436,SIN000436,258,904,586,2020-10-09,Sevilla,True,4532.48,ABIERTA
437,SIN000437,845,116,80,2023-07-29,Alicante,False,2843.36,ABIERTA
438,SIN000438,890,953,951,2023-04-27,Sevilla,True,4367.66,CERRADA
439,SIN000439,747,809,615,2022-05-30,Barcelona,False,4062.06,ABIERTA
440,SIN000440,619,742,547,2022-10-25,Sevilla,True,913.09,ABIERTA
441,SIN000441,903,735,404,2024-03-22,Murcia,True,3018.04,ABIERTA
442,SIN000442,269,317,45,2023-05-14,Barcelona,True,3696.58,EN_TRAMITE
443,SIN000443,506,774,447,2021-07-17,Alicante,False,4921.35,ABIERTA
444,SIN000444,590,262,463,2021-10-27,Barcelona,True,2775.99,EN_TRAMITE
445,SIN000445,563,455,695,2024-12-22,Palma,True,1780.18,CERRADA
446,SIN000446,35,289,495,2020-03-15,Bilbao,True,3091.61,ABIERTA
447,SIN000447,353,38,385,2022-03-08,Sevilla,True,4359.79,ABIERTA
448,SIN000448,684,214,948,2023-09-09,Alicante,True,2845.6,ABIERTA
449,SIN000449,534,440,89,2021-08-13,Madrid,False,785.06,CERRADA
450,SIN000450,143,262,109,2020-06-06,Valencia,False,4100.12,CERRADA
451,SIN000451,449,81,291,2023-11-02,Barcelona,True,4125.72,EN_TRAMITE
452,SIN000452,540,532,359,2023-01-16,Bilbao,True,3674.98,EN_TRAMITE
453,SIN000453,878,486,477,2022-04-15,Palma,False,4736.17,EN_TRAMITE
454,SIN000454,258,468,505,2020-02-02,Málaga,True,3448.54,EN_TRAMITE
455,SIN000455,526,361,21,2021-01-04,Alicante,True,1930.59,CERRADA
456,SIN000456,813,113,56,2023-02-25,Sevilla,True,4297.93,CERRADA
457,SIN000457,930,94,529,2020-02-12,Alicante,False,1659.51,EN_TRAMITE
458,SIN000458,860,344,230,2022-08-22,Zaragoza,False,2360.04,CERRADA
459,SIN000459,872,722,502,2022-09-17,Valencia,False,2752.17,CERRADA
460,SIN000460,495,452,741,2021-09-03,Sevilla,True,4252.92,ABIERTA
461,SIN000461,199,578,119,2021-09-09,Valencia,True,3299.78,CERRADA
462,SIN000462,670,273,359,2022-02-27,Málaga,False,4615.01,ABIERTA
463,SIN000463,355,844,976,2023-08-10,Palma,False,2962.09,EN_TRAMITE
464,SIN000464,305,899,909,2021-10-12,Valencia,True,1277.25,CERRADA
465,SIN000465,143,566,777,2020-05-09,Valencia,True,3553.07,EN_TRAMITE
466,SIN000466,154,780,252,2024-08-10,Bilbao,True,3012.8,ABIERTA
467,SIN000467,106,344,46,2023-08-27,Zaragoza,True,1505.49,ABIERTA
468,SIN000468,155,413,324,2023-08-30,Alicante,False,650.14,EN_TRAMITE
469,SIN000469,229,594,87,2021-06-07,Valencia,False,1274.35,ABIERTA
470,SIN000470,907,957,196,2024-02-28,Murcia,False,3937.68,EN_TRAMITE
471,SIN000471,51,671,915,2020-09-15,Madrid,False,2697.52,ABIERTA
472,SIN000472,143,5,337,2020-02-25,Málaga,False,4554.17,ABIERTA
473,SIN000473,368,790,452,2022-02-12,Valencia,False,4370.0,ABIERTA
474,SIN000474,870,848,72,2021-02-07,Palma,True,3084.55,ABIERTA
475,SIN000475,587,931,284,2024-05-10,Alicante,False,2026.99,CERRADA
476,SIN000476,484,147,516,2020-07-29,Madrid,True,543.29,ABIERTA
477,SIN000477,662,897,494,2022-05-09,Palma,True,3907.49,CERRADA
478,SIN000478,52,488,971,2023-12-09,Barcelona,False,2476.42,CERRADA
479,SIN000479,729,123,457,2021-06-23,Madrid,False,2917.85,CERRADA
480,SIN000480,413,835,914,2023-01-14,Bilbao,False,3923.1,CERRADA
481,SIN000481,661,411,158,2023-09-30,Sevilla,True,3243.53,ABIERTA
482,SIN000482,398,779,826,2021-07-21,Madrid,True,2843.73,EN_TRAMITE
483,SIN000483,229,690,410,2023-04-28,Madrid,False,994.77,EN_TRAMITE
484,SIN000484,596,693,889,2023-02-23,Bilbao,False,2759.58,CERRADA
485,SIN000485,888,368,247,2023-08-22,Palma,True,4560.39,CERRADA
486,SIN000486,642,58,711,2021-08-22,Bilbao,False,2821.98,EN_TRAMITE
487,SIN000487,135,695,71,2021-11-26,Málaga,True,421.69,EN_TRAMITE
488,SIN000488,504,57,185,2023-10-14,Bilbao,True,1987.72,ABIERTA
489,SIN000489,513,571,375,2023-05-11,Zaragoza,True,3122.09,ABIERTA
490,SIN000490,346,136,172,2020-07-06,Bilbao,True,2732.53,EN_TRAMITE
491,SIN000491,240,894,618,2023-04-19,Valencia,True,4220.11,ABIERTA
492,SIN000492,486,923,783,2021-04-27,Barcelona,False,1411.39,EN_TRAMITE
493,SIN000493,384,680,553,2024-03-21,Bilbao,False,3404.69,CERRADA
494,SIN000494,1,668,188,2023-11-06,Palma,True,4665.2,CERRADA
495,SIN000495,257,788,88,2023-04-10,Madrid,False,2284.31,ABIERTA
496,SIN000496,595,581,434,2022-09-17,Palma,True,2176.98,ABIERTA
497,SIN000497,715,732,946,2020-05-21,Málaga,False,1419.21,CERRADA
498,SIN000498,113,342,561,2020-02-06,Zaragoza,True,4279.63,ABIERTA
499,SIN000499,495,477,977,2023-02-09,Madrid,True,335.78,EN_TRAMITE
500,SIN000500,409,308,412,2024-02-28,Málaga,False,1713.45,ABIERTA
501,SIN000501,643,406,425,2021-10-06,Bilbao,True,2118.19,CERRADA
502,SIN000502,187,277,886,2022-01-13,Bilbao,False,1892.28,ABIERTA
503,SIN000503,936,501,458,2021-06-17,Palma,False,2427.3,CERRADA
504,SIN000504,880,652,801,2021-07-12,Valencia,False,1725.58,EN_TRAMITE
505,SIN000505,722,852,507,2020-07-02,Sevilla,False,711.3,CERRADA
506,SIN000506,629,253,377,2022-09-21,Zaragoza,True,1935.26,ABIERTA
507,SIN000507,61,141,412,2020-09-28,Zaragoza,True,4572.12,EN_TRAMITE
508,SIN000508,877,460,414,2020-06-06,Valencia,True,4971.69,ABIERTA
509,SIN000509,758,521,379,2024-01-28,Alicante,False,633.17,CERRADA
510,SIN000510,360,478,536,2024-11-20,Valencia,True,3088.45,ABIERTA
511,SIN000511,179,195,732,2023-01-03,Madrid,True,1845.33,EN_TRAMITE
512,SIN000512,813,410,687,2023-10-03,Madrid,True,1119.67,ABIERTA
513,SIN000513,396,161,713,2021-03-21,Madrid,True,4094.19,CERRADA
514,SIN000514,393,692,465,2023-09-20,Alicante,False,1068.03,EN_TRAMITE
515,SIN000515,650,413,853,2020-04-22,Málaga,False,1721.73,EN_TRAMITE
516,SIN000516,128,831,857,2021-04-12,Barcelona,False,3909.73,ABIERTA
517,SIN000517,304,605,210,2021-06-11,Madrid,False,4980.23,EN_TRAMITE
518,SIN000518,733,466,283,2020-09-02,Barcelona,True,4174.15,EN_TRAMITE
519,SIN000519,699,652,891,2024-03-14,Málaga,False,920.49,ABIERTA
520,SIN000520,844,772,593,2021-12-10,Valencia,False,2680.78,EN_TRAMITE
521,SIN000521,560,313,708,2020-09-13,Barcelona,True,1068.91,EN_TRAMITE
522,SIN000522,845,659,413,2020-09-09,Bilbao,False,836.3,CERRADA
523,SIN000523,578,777,127,2020-04-15,Palma,False,4681.97,EN_TRAMITE
524,SIN000524,341,569,307,2021-01-27,Sevilla,False,3251.09,CERRADA
525,SIN000525,704,563,76,2021-05-08,Málaga,False,3904.0,CERRADA
526,SIN000526,766,26,628,2020-08-12,Valencia,True,2094.24,ABIERTA
527,SIN000527,175,750,209,2022-04-09,Sevilla,True,3070.81,EN_TRAMITE
528,SIN000528,37,660,268,2022-04-18,Valencia,False,2776.1,CERRADA
529,SIN000529,979,564,859,2024-04-15,Bilbao,True,4859.8,CERRADA
530,SIN000530,165,537,250,2024-10-15,Murcia,True,1212.14,CERRADA
531,SIN000531,161,416,107,2021-06-25,Murcia,False,3716.17,EN_TRAMITE
532,SIN000532,353,672,872,2021-04-04,Sevilla,False,509.45,EN_TRAMITE
533,SIN000533,270,305,178,2021-01-19,Zaragoza,True,1159.56,ABIERTA
534,SIN000534,489,789,832,2020-11-02,Zaragoza,True,4752.46,EN_TRAMITE
535,SIN000535,726,482,581,2024-02-23,Alicante,True,1385.43,EN_TRAMITE
536,SIN000536,140,78,312,2023-07-05,Sevilla,True,3364.97,CERRADA
537,SIN000537,249,587,807,2023-04-05,Sevilla,True,2182.82,ABIERTA
538,SIN000538,512,134,115,2022-03-16,Sevilla,False,3290.69,EN_TRAMITE
539,SIN000539,879,117,608,2020-08-26,Alicante,True,2352.69,EN_TRAMITE
540,SIN000540,507,283,264,2022-01-23,Alicante,True,1899.56,ABIERTA
541,SIN000541,779,331,309,2023-08-14,Zaragoza,False,3815.34,ABIERTA
542,SIN000542,140,359,566,2022-07-04,Sevilla,True,4565.91,EN_TRAMITE
543,SIN000543,281,839,82,2023-02-05,Bilbao,False,3689.04,EN_TRAMITE
544,SIN000544,228,899,876,2023-02-18,Barcelona,False,955.59,CERRADA
545,SIN000545,940,880,73,2020-05-14,Valencia,False,2967.47,ABIERTA
546,SIN000546,818,269,735,2023-12-30,Murcia,False,4836.83,CERRADA
547,SIN000547,479,924,311,2024-10-28,Barcelona,False,2388.55,ABIERTA
548,SIN000548,321,508,495,2024-11-25,Sevilla,False,2522.04,ABIERTA
549,SIN000549,884,914,566,2024-10-26,Zaragoza,False,2275.98,EN_TRAMITE
550,SIN000550,248,407,443,2020-10-09,Palma,False,2794.5,CERRADA
551,SIN000551,664,957,608,2021-07-24,Barcelona,False,2767.58,EN_TRAMITE
552,SIN000552,535,626,56,2021-11-17,Málaga,False,4236.1,CERRADA
553,SIN000553,84,177,69,2023-01-29,Málaga,False,1167.78,EN_TRAMITE
554,SIN000554,555,83,446,2021-11-27,Málaga,True,1003.76,ABIERTA
555,SIN000555,23,594,876,2023-10-06,Bilbao,True,4096.45,CERRADA
556,SIN000556,630,951,495,2021-10-30,Málaga,True,3927.38,ABIERTA
557,SIN000557,5,840,347,2020-04-09,Bilbao,True,4597.14,EN_TRAMITE
558,SIN000558,235,642,719,2023-12-09,Madrid,False,1799.19,EN_TRAMITE
559,SIN000559,179,406,407,2023-01-13,Málaga,False,786.76,ABIERTA
560,SIN000560,601,192,265,2023-07-29,Barcelona,False,1383.68,CERRADA
561,SIN000561,532,919,581,2024-08-22,Madrid,False,3474.63,ABIERTA
562,SIN000562,185,757,519,2020-09-15,Sevilla,False,3705.87,ABIERTA
563,SIN000563,66,620,160,2021-11-28,Palma,False,1665.45,ABIERTA
564,SIN000564,429,427,66,2024-08-16,Alicante,False,1618.08,EN_TRAMITE
565,SIN000565,732,191,492,2023-02-07,Madrid,True,4680.37,EN_TRAMITE
566,SIN000566,150,885,919,2020-03-15,Madrid,False,756.01,CERRADA
567,SIN000567,808,838,22,2022-08-11,Málaga,True,2214.67,ABIERTA
568,SIN000568,627,590,574,2024-10-21,Alicante,True,2653.53,EN_TRAMITE
569,SIN000569,60,828,776,2022-09-17,Bilbao,False,605.44,CERRADA
570,SIN000570,164,648,72,2023-06-23,Valencia,False,3072.26,EN_TRAMITE
571,SIN000571,901,39,442,2021-11-14,Barcelona,False,2292.62,ABIERTA
572,SIN000572,354,440,597,2022-07-30,Murcia,False,599.1,EN_TRAMITE
573,SIN000573,272,521,259,2020-01-06,Sevilla,True,3816.66,CERRADA
574,SIN000574,813,910,41,2021-10-18,Bilbao,False,2359.98,CERRADA
575,SIN000575,940,445,304,2022-01-15,Madrid,False,3764.43,EN_TRAMITE
576,SIN000576,885,777,943,2022-05-27,Sevilla,True,3882.99,EN_TRAMITE
577,SIN000577,980,333,226,2020-12-11,Madrid,False,1808.02,CERRADA
578,SIN000578,771,737,920,2022-06-12,Sevilla,False,2934.29,ABIERTA
579,SIN000579,252,910,499,2021-12-06,Madrid,False,4826.51,ABIERTA
580,SIN000580,881,66,134,2021-06-27,Sevilla,False,3750.47,ABIERTA
581,SIN000581,653,20,802,2023-07-17,Málaga,False,3033.58,EN_TRAMITE
582,SIN000582,866,453,849,2021-01-03,Madrid,False,708.89,ABIERTA
583,SIN000583,151,782,968,2024-09-25,Barcelona,False,2559.89,EN_TRAMITE
584,SIN000584,662,44,797,2022-08-09,Valencia,False,4758.25,ABIERTA
585,SIN000585,994,158,584,2022-01-29,Sevilla,False,4242.52,ABIERTA
586,SIN000586,291,301,95,2020-09-16,Palma,True,2484.06,EN_TRAMITE
587,SIN000587,586,483,323,2022-02-03,Bilbao,False,388.04,CERRADA
588,SIN000588,552,519,38,2024-08-11,Zaragoza,True,924.36,EN_TRAMITE
589,SIN000589,777,962,581,2020-01-05,Madrid,False,3013.29,ABIERTA
590,SIN000590,379,512,577,2024-04-05,Barcelona,True,4864.03,EN_TRAMITE
591,SIN000591,572,604,456,2022-08-02,Zaragoza,True,3562.19,EN_TRAMITE
592,SIN000592,334,399,643,2021-06-15,Murcia,False,4726.43,CERRADA
593,SIN000593,539,365,116,2021-04-10,Bilbao,False,628.48,ABIERTA
594,SIN000594,495,28,542,2024-04-29,Alicante,False,3896.96,EN_TRAMITE
595,SIN000595,576,88,827,2023-11-01,Zaragoza,False,858.59,CERRADA
596,SIN000596,239,47,156,2024-04-15,Málaga,True,3293.82,CERRADA
597,SIN000597,273,196,918,2024-09-24,Bilbao,False,4882.82,CERRADA
598,SIN000598,694,951,907,2024-09-10,Madrid,True,4371.06,CERRADA
599,SIN000599,620,799,246,2020-02-23,Zaragoza,True,4687.37,ABIERTA
600,SIN000600,567,537,20,2022-07-11,Sevilla,False,3034.53,EN_TRAMITE
601,SIN000601,838,569,111,2021-07-19,Alicante,False,2667.62,CERRADA
602,SIN000602,726,841,49,2021-07-18,Palma,False,4166.85,ABIERTA
603,SIN000603,674,453,597,2022-01-10,Barcelona,False,2673.28,CERRADA
604,SIN000604,209,285,959,2020-08-30,Barcelona,True,960.68,ABIERTA
605,SIN000605,200,690,257,2021-10-27,Barcelona,True,3151.72,CERRADA
606,SIN000606,125,1000,498,2024-05-29,Madrid,True,3450.89,ABIERTA
607,SIN000607,199,797,366,2021-04-15,Palma,True,2896.34,CERRADA
608,SIN000608,661,222,603,2024-10-20,Bilbao,False,4216.16,EN_TRAMITE
609,SIN000609,431,462,966,2021-01-31,Palma,True,4288.68,CERRADA
610,SIN000610,678,661,853,2023-03-07,Palma,True,3563.37,ABIERTA
611,SIN000611,432,69,930,2020-01-13,Valencia,True,4089.86,ABIERTA
612,SIN000612,212,404,318,2021-06-29,Madrid,False,2499.18,ABIERTA
613,SIN000613,224,473,518,2022-05-14,Madrid,False,1830.61,ABIERTA
614,SIN000614,303,765,470,2024-10-24,Málaga,False,1846.88,ABIERTA
615,SIN000615,777,63,695,2021-10-18,Barcelona,True,4720.15,CERRADA
616,SIN000616,409,125,372,2024-12-01,Sevilla,True,4207.72,CERRADA
617,SIN000617,630,404,181,2023-05-11,Bilbao,False,3698.18,EN_TRAMITE
618,SIN000618,571,489,956,2024-01-07,Zaragoza,False,1110.61,ABIERTA
619,SIN000619,480,965,250,2022-11-20,Valencia,False,1318.15,CERRADA
620,SIN000620,961,908,702,2023-12-25,Barcelona,True,3605.12,CERRADA
621,SIN000621,30,916,392,2020-10-30,Barcelona,True,1758.85,CERRADA
622,SIN000622,534,458,77,2021-02-25,Valencia,True,2270.67,ABIERTA
623,SIN000623,263,160,60,2021-12-14,Alicante,True,2358.16,EN_TRAMITE
624,SIN000624,487,679,495,2020-06-11,Bilbao,True,1257.31,CERRADA
625,SIN000625,740,443,523,2024-04-26,Palma,True,4908.68,CERRADA
626,SIN000626,562,973,612,2024-01-28,Valencia,False,4245.15,CERRADA
627,SIN000627,318,762,626,2020-11-19,Palma,True,662.11,CERRADA
628,SIN000628,477,418,527,2022-06-08,Sevilla,True,3383.55,ABIERTA
629,SIN000629,528,293,623,2020-12-16,Barcelona,True,986.26,ABIERTA
630,SIN000630,391,159,147,2022-04-26,Valencia,True,2133.15,ABIERTA
631,SIN000631,91,640,363,2024-09-19,Palma,True,2785.96,CERRADA
632,SIN000632,68,853,241,2024-12-28,Valencia,False,3885.59,CERRADA
633,SIN000633,177,927,647,2023-11-10,Palma,True,3101.55,CERRADA
634,SIN000634,168,418,228,2020-10-03,Zaragoza,True,4783.57,ABIERTA
635,SIN000635,736,946,102,2023-01-07,Alicante,True,4367.0,ABIERTA
636,SIN000636,871,770,741,2020-03-15,Bilbao,True,2648.47,ABIERTA
637,SIN000637,576,67,192,2023-03-18,Zaragoza,True,3906.52,CERRADA
638,SIN000638,532,493,248,2024-02-12,Madrid,True,687.56,EN_TRAMITE
639,SIN000639,165,851,403,2023-08-14,Murcia,False,3153.97,CERRADA
640,SIN000640,670,495,162,2021-07-09,Málaga,False,4278.62,ABIERTA
641,SIN000641,118,70,613,2024-01-12,Bilbao,True,4536.22,EN_TRAMITE
642,SIN000642,714,398,597,2020-06-05,Palma,True,3989.86,ABIERTA
643,SIN000643,191,533,383,2022-11-07,Palma,True,4390.16,EN_TRAMITE
644,SIN000644,931,303,936,2021-10-15,Palma,False,4174.33,EN_TRAMITE
645,SIN000645,311,886,247,2020-11-25,Barcelona,False,4823.49,ABIERTA
646,SIN000646,509,990,189,2021-11-05,Bilbao,True,2207.05,ABIERTA
647,SIN000647,547,902,505,2020-03-12,Sevilla,True,2864.88,ABIERTA
648,SIN000648,24,111,522,2023-06-27,Palma,True,4120.59,EN_TRAMITE
649,SIN000649,524,591,584,2021-09-13,Palma,False,4293.46,EN_TRAMITE
650,SIN000650,499,120,96,2022-04-22,Murcia,False,1932.75,CERRADA
651,SIN000651,171,970,94,2021-10-08,Málaga,True,1738.64,CERRADA
652,SIN000652,333,326,847,2020-01-26,Murcia,True,4274.44,ABIERTA
653,SIN000653,484,129,695,2024-02-09,Barcelona,False,2847.96,EN_TRAMITE
654,SIN000654,203,766,327,2021-11-08,Madrid,False,858.97,CERRADA
655,SIN000655,679,993,936,2021-04-30,Palma,False,3580.05,ABIERTA
656,SIN000656,337,608,464,2021-04-13,Madrid,True,3421.64,EN_TRAMITE
657,SIN000657,518,633,588,2022-06-20,Madrid,True,1484.3,ABIERTA
658,SIN000658,948,284,727,2020-09-06,Málaga,False,1065.03,ABIERTA
659,SIN000659,106,876,716,2023-11-10,Murcia,True,2278.55,EN_TRAMITE
660,SIN000660,404,264,62,2024-03-10,Barcelona,False,510.79,CERRADA
661,SIN000661,61,471,71,2020-06-16,Bilbao,False,3048.78,ABIERTA
662,SIN000662,548,262,776,2021-02-19,Palma,True,2131.96,ABIERTA
663,SIN000663,874,771,210,2022-10-19,Sevilla,True,4129.18,EN_TRAMITE
664,SIN000664,624,910,879,2023-08-18,Valencia,False,3973.62,ABIERTA
665,SIN000665,108,232,935,2021-10-27,Barcelona,True,464.12,EN_TRAMITE
666,SIN000666,342,901,879,2020-12-21,Madrid,True,3322.75,EN_TRAMITE
667,SIN000667,689,321,227,2022-07-25,Zaragoza,False,1649.4,EN_TRAMITE
668,SIN000668,495,232,303,2023-11-23,Sevilla,True,4169.78,EN_TRAMITE
669,SIN000669,524,819,235,2024-06-04,Palma,True,2159.23,CERRADA
670,SIN000670,67,99,517,2024-04-12,Madrid,True,934.27,EN_TRAMITE
671,SIN000671,16,227,932,2020-11-24,Valencia,True,2506.37,ABIERTA
672,SIN000672,667,896,590,2021-03-27,Madrid,True,2835.67,EN_TRAMITE
673,SIN000673,74,875,167,2023-03-31,Murcia,False,2392.09,EN_TRAMITE
674,SIN000674,211,445,854,2021-07-12,Málaga,True,1775.67,ABIERTA
675,SIN000675,272,693,795,2020-02-04,Bilbao,True,2820.23,CERRADA
676,SIN000676,655,665,528,2020-02-17,Zaragoza,False,4457.15,CERRADA
677,SIN000677,537,538,183,2022-08-07,Barcelona,False,2681.42,ABIERTA
678,SIN000678,502,404,158,2021-10-21,Valencia,True,2686.35,CERRADA
679,SIN000679,233,720,761,2021-10-12,Málaga,False,3511.95,EN_TRAMITE
