id,numero_poliza,aseguradora_id,clase_poliza,estado
545,POL000545,2,TODO_RIESGO,EXPIRADA
546,POL000546,1,TODO_RIESGO,EXPIRADA
547,POL000547,1,RC,CANCELADA
548,POL000548,2,TERCEROS_AMPLIADO,CANCELADA
549,POL000549,1,TODO_RIESGO,CANCELADA
550,POL000550,2,TODO_RIESGO,CANCELADA
551,POL000551,1,TODO_RIESGO,EXPIRADA
552,POL000552,1,TODO_RIESGO,CANCELADA
553,POL000553,1,TERCEROS_AMPLIADO,CANCELADA
554,POL000554,2,RC,EXPIRADA
555,POL000555,2,RC,VIGENTE
556,POL000556,1,TODO_RIESGO,EXPIRADA
557,POL000557,1,TERCEROS_AMPLIADO,EXPIRADA
558,POL000558,1,TODO_RIESGO,VIGENTE
559,POL000559,1,TODO_RIESGO,CANCELADA
560,POL000560,2,RC,CANCELADA
561,POL000561,1,RC,EXPIRADA
562,POL000562,1,RC,EXPIRADA
563,POL000563,1,RC,VIGENTE
564,POL000564,1,RC,VIGENTE
565,POL000565,2,TERCEROS_AMPLIADO,CANCELADA
566,POL000566,2,RC,EXPIRADA
567,POL000567,2,RC,CANCELADA
568,POL000568,1,RC,VIGENTE
569,POL000569,2,TODO_RIESGO,VIGENTE
570,POL000570,1,TERCEROS_AMPLIADO,EXPIRADA
571,POL000571,2,TODO_RIESGO,VIGENTE
572,POL000572,1,TODO_RIESGO,VIGENTE
573,POL000573,1,TERCEROS_AMPLIADO,EXPIRADA
574,POL000574,1,TODO_RIESGO,VIGENTE
575,POL000575,2,TERCEROS_AMPLIADO,VIGENTE
576,POL000576,2,TODO_RIESGO,VIGENTE
577,POL000577,1,TERCEROS_AMPLIADO,CANCELADA
578,POL000578,2,TERCEROS_AMPLIADO,EXPIRADA
579,POL000579,2,RC,CANCELADA
580,POL000580,2,RC,EXPIRADA
581,POL000581,2,TODO_RIESGO,CANCELADA
582,POL000582,2,TERCEROS_AMPLIADO,VIGENTE
583,POL000583,2,RC,CANCELADA
584,POL000584,1,TERCEROS_AMPLIADO,EXPIRADA
585,POL000585,1,TODO_RIESGO,EXPIRADA
586,POL000586,2,TODO_RIESGO,EXPIRADA
587,POL000587,1,TERCEROS_AMPLIADO,EXPIRADA
588,POL000588,1,TODO_RIESGO,EXPIRADA
589,POL000589,1,RC,EXPIRADA
590,POL000590,2,TODO_RIESGO,CANCELADA
591,POL000591,2,TERCEROS_AMPLIADO,VIGENTE
592,POL000592,1,TODO_RIESGO,VIGENTE
593,POL000593,1,RC,CANCELADA
594,POL000594,1,TERCEROS_AMPLIADO,EXPIRADA
595,POL000595,2,TODO_RIESGO,EXPIRADA
596,POL000596,2,TODO_RIESGO,EXPIRADA
597,POL000597,1,TERCEROS_AMPLIADO,VIGENTE
598,POL000598,2,TERCEROS_AMPLIADO,EXPIRADA
599,POL000599,2,TERCEROS_AMPLIADO,EXPIRADA
600,POL000600,2,TODO_RIESGO,VIGENTE
601,POL000601,1,TERCEROS_AMPLIADO,CANCELADA
602,POL000602,1,TERCEROS_AMPLIADO,VIGENTE
603,POL000603,1,TERCEROS_AMPLIADO,VIGENTE
604,POL000604,2,TODO_RIESGO,VIGENTE
605,POL000605,2,RC,EXPIRADA
606,POL000606,2,TODO_RIESGO,CANCELADA
607,POL000607,1,TODO_RIESGO,CANCELADA
608,POL000608,2,RC,VIGENTE
609,POL000609,2,RC,EXPIRADA
610,POL000610,2,TODO_RIESGO,CANCELADA
611,POL000611,1,RC,VIGENTE
612,POL000612,2,RC,EXPIRADA
613,POL000613,2,RC,EXPIRADA
614,POL000614,2,TERCEROS_AMPLIADO,EXPIRADA
615,POL000615,1,TODO_RIESGO,VIGENTE
616,POL000616,2,TERCEROS_AMPLIADO,CANCELADA
617,POL000617,1,RC,CANCELADA
618,POL000618,2,TERCEROS_AMPLIADO,VIGENTE
619,POL000619,1,TODO_RIESGO,EXPIRADA
620,POL000620,2,TERCEROS_AMPLIADO,VIGENTE
621,POL000621,2,RC,EXPIRADA
622,POL000622,2,RC,CANCELADA
623,POL000623,2,RC,VIGENTE
624,POL000624,1,RC,EXPIRADA
625,POL000625,2,RC,EXPIRADA
626,POL000626,1,TODO_RIESGO,VIGENTE
627,POL000627,2,RC,CANCELADA
628,POL000628,2,TERCEROS_AMPLIADO,CANCELADA
629,POL000629,2,RC,EXPIRADA
630,POL000630,2,TERCEROS_AMPLIADO,VIGENTE
631,POL000631,2,RC,CANCELADA
632,POL000632,1,TERCEROS_AMPLIADO,VIGENTE
633,POL000633,1,TODO_RIESGO,CANCELADA
634,POL000634,2,TODO_RIESGO,VIGENTE
635,POL000635,1,RC,EXPIRADA
636,POL000636,1,TODO_RIESGO,EXPIRADA
637,POL000637,1,RC,EXPIRADA
638,POL000638,1,TODO_RIESGO,VIGENTE
639,POL000639,1,RC,EXPIRADA
640,POL000640,2,RC,VIGENTE
641,POL000641,1,TODO_RIESGO,EXPIRADA
642,POL000642,1,TODO_RIESGO,CANCELADA
643,POL000643,2,TERCEROS_AMPLIADO,VIGENTE
644,POL000644,1,RC,EXPIRADA
645,POL000645,1,TERCEROS_AMPLIADO,EXPIRADA
646,POL000646,1,TERCEROS_AMPLIADO,EXPIRADA
647,POL000647,1,TODO_RIESGO,CANCELADA
648,POL000648,1,TODO_RIESGO,EXPIRADA
649,POL000649,2,RC,VIGENTE
650,POL000650,1,RC,CANCELADA
651,POL000651,2,RC,VIGENTE
652,POL000652,2,RC,CANCELADA
653,POL000653,2,RC,CANCELADA
654,POL000654,2,TODO_RIESGO,EXPIRADA
655,POL000655,1,TODO_RIESGO,CANCELADA
656,POL000656,2,RC,CANCELADA
657,POL000657,2,TERCEROS_AMPLIADO,CANCELADA
658,POL000658,2,TERCEROS_AMPLIADO,VIGENTE
659,POL000659,2,TODO_RIESGO,VIGENTE
660,POL000660,2,TODO_RIESGO,VIGENTE
661,POL000661,1,RC,VIGENTE
662,POL000662,1,TODO_RIESGO,EXPIRADA
663,POL000663,2,TERCEROS_AMPLIADO,CANCELADA
664,POL000664,1,RC,EXPIRADA
665,POL000665,2,TERCEROS_AMPLIADO,VIGENTE
666,POL000666,1,TODO_RIESGO,CANCELADA
667,POL000667,1,TODO_RIESGO,VIGENTE
668,POL000668,2,RC,VIGENTE
669,POL000669,1,TERCEROS_AMPLIADO,EXPIRADA
670,POL000670,1,RC,EXPIRADA
671,POL000671,2,TODO_RIESGO,EXPIRADA
672,POL000672,1,TODO_RIESGO,VIGENTE
673,POL000673,1,TODO_RIESGO,CANCELADA
674,POL000674,1,TODO_RIESGO,EXPIRADA
675,POL000675,1,TODO_RIESGO,VIGENTE
676,POL000676,2,RC,EXPIRADA
677,POL000677,1,TODO_RIESGO,VIGENTE
678,POL000678,2,TERCEROS_AMPLIADO,CANCELADA
679,POL000679,1,RC,CANCELADA
680,POL000680,1,RC,VIGENTE
681,POL000681,1,TERCEROS_AMPLIADO,CANCELADA
682,POL000682,2,TERCEROS_AMPLIADO,EXPIRADA
683,POL000683,1,TERCEROS_AMPLIADO,EXPIRADA
684,POL000684,1,TERCEROS_AMPLIADO,VIGENTE
685,POL000685,1,TERCEROS_AMPLIADO,EXPIRADA
686,POL000686,2,RC,CANCELADA
687,POL000687,2,TODO_RIESGO,VIGENTE
688,POL000688,1,RC,VIGENTE
689,POL000689,2,TERCEROS_AMPLIADO,EXPIRADA
690,POL000690,1,TODO_RIESGO,EXPIRADA
691,POL000691,2,TODO_RIESGO,VIGENTE
692,POL000692,1,RC,VIGENTE
693,POL000693,1,TODO_RIESGO,VIGENTE
694,POL000694,1,TODO_RIESGO,VIGENTE
695,POL000695,1,RC,CANCELADA
696,POL000696,1,TERCEROS_AMPLIADO,VIGENTE
697,POL000697,2,TODO_RIESGO,VIGENTE
698,POL000698,2,RC,VIGENTE
699,POL000699,2,TODO_RIESGO,CANCELADA
700,POL000700,2,TERCEROS_AMPLIADO,CANCELADA
701,POL000701,2,TERCEROS_AMPLIADO,CANCELADA
702,POL000702,2,TERCEROS_AMPLIADO,CANCELADA
703,POL000703,1,TERCEROS_AMPLIADO,CANCELADA
704,POL000704,1,TODO_RIESGO,VIGENTE
705,POL000705,2,RC,VIGENTE
706,POL000706,2,RC,CANCELADA
707,POL000707,2,TERCEROS_AMPLIADO,VIGENTE
708,POL000708,1,TODO_RIESGO,VIGENTE
709,POL000709,1,RC,CANCELADA
710,POL000710,1,TODO_RIESGO,VIGENTE
711,POL000711,2,RC,VIGENTE
712,POL000712,1,RC,CANCELADA
713,POL000713,1,TODO_RIESGO,VIGENTE
714,POL000714,2,TERCEROS_AMPLIADO,EXPIRADA
715,POL000715,1,RC,EXPIRADA
716,POL000716,1,TERCEROS_AMPLIADO,VIGENTE
717,POL000717,2,TERCEROS_AMPLIADO,VIGENTE
718,POL000718,1,TODO_RIESGO,EXPIRADA
719,POL000719,2,RC,VIGENTE
720,POL000720,1,TERCEROS_AMPLIADO,EXPIRADA
721,POL000721,1,TODO_RIESGO,EXPIRADA
722,POL000722,1,TODO_RIESGO,CANCELADA
723,POL000723,1,TERCEROS_AMPLIADO,EXPIRADA
724,POL000724,1,RC,EXPIRADA
725,POL000725,1,TODO_RIESGO,VIGENTE
726,POL000726,1,TODO_RIESGO,VIGENTE
727,POL000727,2,RC,VIGENTE
728,POL000728,2,RC,EXPIRADA
729,POL000729,1,TERCEROS_AMPLIADO,VIGENTE
730,POL000730,1,TERCEROS_AMPLIADO,VIGENTE
731,POL000731,1,TERCEROS_AMPLIADO,EXPIRADA
732,POL000732,2,RC,CANCELADA
733,POL000733,1,TODO_RIESGO,EXPIRADA
734,POL000734,1,RC,EXPIRADA
735,POL000735,1,RC,CANCELADA
736,POL000736,2,TERCEROS_AMPLIADO,VIGENTE
737,POL000737,1,RC,EXPIRADA
738,POL000738,2,RC,EXPIRADA
739,POL000739,2,TODO_RIESGO,EXPIRADA
740,POL000740,1,TODO_RIESGO,CANCELADA
741,POL000741,2,TODO_RIESGO,CANCELADA
742,POL000742,1,TODO_RIESGO,EXPIRADA
743,POL000743,1,RC,VIGENTE
744,POL000744,2,TERCEROS_AMPLIADO,VIGENTE
745,POL000745,1,TERCEROS_AMPLIADO,EXPIRADA
746,POL000746,2,TODO_RIESGO,CANCELADA
747,POL000747,1,TERCEROS_AMPLIADO,VIGENTE
748,POL000748,2,TODO_RIESGO,VIGENTE
749,POL000749,2,RC,EXPIRADA
750,POL000750,2,RC,CANCELADA
751,POL000751,2,TERCEROS_AMPLIADO,EXPIRADA
752,POL000752,1,TODO_RIESGO,EXPIRADA
753,POL000753,2,RC,CANCELADA
754,POL000754,2,RC,EXPIRADA
755,POL000755,1,TERCEROS_AMPLIADO,VIGENTE
756,POL000756,1,TODO_RIESGO,VIGENTE
757,POL000757,1,TERCEROS_AMPLIADO,VIGENTE
758,POL000758,2,TERCEROS_AMPLIADO,CANCELADA
759,POL000759,2,RC,EXPIRADA
760,POL000760,2,RC,VIGENTE
761,POL000761,1,TERCEROS_AMPLIADO,CANCELADA
762,POL000762,1,TERCEROS_AMPLIADO,VIGENTE
763,POL000763,1,TODO_RIESGO,EXPIRADA
764,POL000764,1,RC,CANCELADA
765,POL000765,1,RC,CANCELADA
766,POL000766,2,TERCEROS_AMPLIADO,EXPIRADA
767,POL000767,1,TERCEROS_AMPLIADO,CANCELADA
768,POL000768,1,RC,EXPIRADA
769,POL000769,1,RC,VIGENTE
770,POL000770,1,TERCEROS_AMPLIADO,EXPIRADA
771,POL000771,2,TODO_RIESGO,VIGENTE
772,POL000772,2,RC,VIGENTE
773,POL000773,1,TERCEROS_AMPLIADO,EXPIRADA
774,POL000774,1,TODO_RIESGO,VIGENTE
775,POL000775,1,TERCEROS_AMPLIADO,VIGENTE
776,POL000776,1,TODO_RIESGO,EXPIRADA
777,POL000777,2,TODO_RIESGO,VIGENTE
778,POL000778,2,RC,VIGENTE
779,POL000779,1,RC,EXPIRADA
780,POL000780,1,RC,VIGENTE
781,POL000781,2,TODO_RIESGO,EXPIRADA
782,POL000782,2,RC,EXPIRADA
783,POL000783,2,TERCEROS_AMPLIADO,VIGENTE
784,POL000784,1,TERCEROS_AMPLIADO,EXPIRADA
785,POL000785,2,RC,EXPIRADA
786,POL000786,2,TODO_RIESGO,CANCELADA
787,POL000787,2,RC,VIGENTE
788,POL000788,2,TODO_RIESGO,VIGENTE
789,POL000789,2,TODO_RIESGO,CANCELADA
790,POL000790,1,TODO_RIESGO,EXPIRADA
791,POL000791,2,TERCEROS_AMPLIADO,VIGENTE
792,POL000792,1,TODO_RIESGO,VIGENTE
793,POL000793,2,TERCEROS_AMPLIADO,CANCELADA
794,POL000794,2,TODO_RIESGO,CANCELADA
795,POL000795,2,TODO_RIESGO,VIGENTE
796,POL000796,1,TERCEROS_AMPLIADO,EXPIRADA
797,POL000797,1,RC,EXPIRADA
798,POL000798,2,RC,EXPIRADA
799,POL000799,2,TERCEROS_AMPLIADO,CANCELADA
800,POL000800,2,TERCEROS_AMPLIADO,CANCELADA
801,POL000801,1,RC,EXPIRADA
802,POL000802,1,TODO_RIESGO,EXPIRADA
803,POL000803,1,TERCEROS_AMPLIADO,VIGENTE
804,POL000804,2,TODO_RIESGO,CANCELADA
805,POL000805,1,RC,CANCELADA
806,POL000806,2,TERCEROS_AMPLIADO,CANCELADA
807,POL000807,2,RC,VIGENTE
808,POL000808,1,RC,EXPIRADA
809,POL000809,1,RC,CANCELADA
810,POL000810,2,TODO_RIESGO,CANCELADA
811,POL000811,1,TODO_RIESGO,CANCELADA
812,POL000812,1,TERCEROS_AMPLIADO,EXPIRADA
813,POL000813,2,TERCEROS_AMPLIADO,CANCELADA
814,POL000814,1,RC,VIGENTE
815,POL000815,2,TERCEROS_AMPLIADO,VIGENTE
816,POL000816,2,TODO_RIESGO,EXPIRADA
817,POL000817,1,RC,EXPIRADA
818,POL000818,2,TERCEROS_AMPLIADO,VIGENTE
819,POL000819,1,RC,CANCELADA
820,POL000820,1,RC,CANCELADA
821,POL000821,2,RC,VIGENTE
822,POL000822,1,TODO_RIESGO,EXPIRADA
823,POL000823,1,RC,VIGENTE
824,POL000824,1,TERCEROS_AMPLIADO,EXPIRADA
825,POL000825,1,TERCEROS_AMPLIADO,CANCELADA
826,POL000826,1,TERCEROS_AMPLIADO,VIGENTE
827,POL000827,1,TERCEROS_AMPLIADO,EXPIRADA
828,POL000828,2,TERCEROS_AMPLIADO,CANCELADA
829,POL000829,2,RC,EXPIRADA
830,POL000830,1,RC,CANCELADA
831,POL000831,2,TODO_RIESGO,EXPIRADA
832,POL000832,2,TERCEROS_AMPLIADO,CANCELADA
833,POL000833,2,TERCEROS_AMPLIADO,VIGENTE
834,POL000834,1,TODO_RIESGO,VIGENTE
835,POL000835,2,TODO_RIESGO,VIGENTE
836,POL000836,1,TERCEROS_AMPLIADO,VIGENTE
837,POL000837,2,TODO_RIESGO,EXPIRADA
838,POL000838,1,TERCEROS_AMPLIADO,CANCELADA
839,POL000839,1,TODO_RIESGO,CANCELADA
840,POL000840,2,TODO_RIESGO,CANCELADA
841,POL000841,1,RC,CANCELADA
842,POL000842,1,RC,CANCELADA
843,POL000843,2,RC,CANCELADA
844,POL000844,2,RC,EXPIRADA
845,POL000845,2,TODO_RIESGO,CANCELADA
846,POL000846,1,TERCEROS_AMPLIADO,CANCELADA
847,POL000847,1,TODO_RIESGO,CANCELADA
848,POL000848,2,TODO_RIESGO,EXPIRADA
849,POL000849,2,TERCEROS_AMPLIADO,EXPIRADA
850,POL000850,1,RC,CANCELADA
851,POL000851,2,TERCEROS_AMPLIADO,EXPIRADA
852,POL000852,2,RC,VIGENTE
853,POL000853,2,RC,CANCELADA
854,POL000854,1,TERCEROS_AMPLIADO,VIGENTE
855,POL000855,1,TERCEROS_AMPLIADO,EXPIRADA
856,POL000856,1,RC,VIGENTE
857,POL000857,2,RC,CANCELADA
858,POL000858,1,RC,EXPIRADA
859,POL000859,1,TERCEROS_AMPLIADO,EXPIRADA
860,POL000860,2,TODO_RIESGO,EXPIRADA
861,POL000861,1,RC,CANCELADA
862,POL000862,2,RC,VIGENTE
863,POL000863,1,TODO_RIESGO,CANCELADA
864,POL000864,1,RC,EXPIRADA
865,POL000865,1,TODO_RIESGO,VIGENTE
866,POL000866,1,TODO_RIESGO,EXPIRADA
867,POL000867,2,RC,CANCELADA
868,POL000868,2,TODO_RIESGO,EXPIRADA
869,POL000869,2,TODO_RIESGO,CANCELADA
870,POL000870,2,TODO_RIESGO,VIGENTE
871,POL000871,2,TERCEROS_AMPLIADO,CANCELADA
872,POL000872,1,RC,EXPIRADA
873,POL000873,2,TERCEROS_AMPLIADO,EXPIRADA
874,POL000874,2,TODO_RIESGO,VIGENTE
875,POL000875,2,RC,VIGENTE
876,POL000876,2,RC,VIGENTE
877,POL000877,2,RC,CANCELADA
878,POL000878,2,TODO_RIESGO,CANCELADA
879,POL000879,2,TODO_RIESGO,EXPIRADA
880,POL000880,1,RC,CANCELADA
881,POL000881,2,TERCEROS_AMPLIADO,CANCELADA
882,POL000882,2,TERCEROS_AMPLIADO,EXPIRADA
883,POL000883,1,RC,CANCELADA
884,POL000884,2,TODO_RIESGO,VIGENTE
885,POL000885,1,RC,EXPIRADA
886,POL000886,2,TODO_RIESGO,EXPIRADA
887,POL000887,2,TERCEROS_AMPLIADO,VIGENTE
888,POL000888,2,RC,VIGENTE
889,POL000889,1,TERCEROS_AMPLIADO,VIGENTE
890,POL000890,1,RC,VIGENTE
891,POL000891,1,TODO_RIESGO,VIGENTE
892,POL000892,2,TODO_RIESGO,VIGENTE
893,POL000893,2,RC,CANCELADA
894,POL000894,1,RC,EXPIRADA
895,POL000895,2,RC,CANCELADA
896,POL000896,2,RC,CANCELADA
897,POL000897,2,RC,VIGENTE
898,POL000898,2,TODO_RIESGO,VIGENTE
899,POL000899,2,TODO_RIESGO,EXPIRADA
900,POL000900,1,RC,EXPIRADA
901,POL000901,2,TERCEROS_AMPLIADO,EXPIRADA
902,POL000902,1,TERCEROS_AMPLIADO,EXPIRADA
903,POL000903,1,TERCEROS_AMPLIADO,CANCELADA
904,POL000904,1,RC,EXPIRADA
905,POL000905,2,TODO_RIESGO,VIGENTE
906,POL000906,2,TERCEROS_AMPLIADO,CANCELADA
907,POL000907,2,TERCEROS_AMPLIADO,VIGENTE
908,POL000908,1,TERCEROS_AMPLIADO,CANCELADA
909,POL000909,2,TODO_RIESGO,VIGENTE
910,POL000910,2,TERCEROS_AMPLIADO,EXPIRADA
911,POL000911,1,RC,EXPIRADA
912,POL000912,2,TODO_RIESGO,VIGENTE
913,POL000913,1,TERCEROS_AMPLIADO,EXPIRADA
914,POL000914,2,TERCEROS_AMPLIADO,VIGENTE
915,POL000915,1,TODO_RIESGO,VIGENTE
916,POL000916,1,TERCEROS_AMPLIADO,VIGENTE
917,POL000917,2,RC,CANCELADA
918,POL000918,1,TODO_RIESGO,VIGENTE
919,POL000919,2,TODO_RIESGO,EXPIRADA
920,POL000920,2,RC,VIGENTE
921,POL000921,2,TODO_RIESGO,VIGENTE
922,POL000922,2,TODO_RIESGO,CANCELADA
923,POL000923,2,RC,CANCELADA
924,POL000924,1,TERCEROS_AMPLIADO,CANCELADA
925,POL000925,1,TERCEROS_AMPLIADO,CANCELADA
926,POL000926,1,TERCEROS_AMPLIADO,CANCELADA
927,POL000927,1,TERCEROS_AMPLIADO,CANCELADA
928,POL000928,1,TODO_RIESGO,VIGENTE
929,POL000929,2,RC,EXPIRADA
930,POL000930,1,TODO_RIESGO,VIGENTE
931,POL000931,1,TERCEROS_AMPLIADO,CANCELADA
932,POL000932,2,TODO_RIESGO,VIGENTE
933,POL000933,2,TERCEROS_AMPLIADO,VIGENTE
934,POL000934,2,TERCEROS_AMPLIADO,EXPIRADA
935,POL000935,2,TODO_RIESGO,EXPIRADA
936,POL000936,1,TERCEROS_AMPLIADO,EXPIRADA
937,POL000937,2,RC,VIGENTE
938,POL000938,1,RC,VIGENTE
939,POL000939,1,TODO_RIESGO,VIGENTE
940,POL000940,2,TERCEROS_AMPLIADO,EXPIRADA
941,POL000941,1,RC,VIGENTE
942,POL000942,1,TERCEROS_AMPLIADO,EXPIRADA
943,POL000943,2,TODO_RIESGO,VIGENTE
944,POL000944,2,TODO_RIESGO,CANCELADA
945,POL000945,2,TODO_RIESGO,EXPIRADA
946,POL000946,1,RC,CANCELADA
947,POL000947,2,RC,VIGENTE
948,POL000948,2,RC,EXPIRADA
949,POL000949,2,TODO_RIESGO,EXPIRADA
950,POL000950,2,TODO_RIESGO,VIGENTE
951,POL000951,2,RC,VIGENTE
952,POL000952,1,TERCEROS_AMPLIADO,EXPIRADA
953,POL000953,1,TERCEROS_AMPLIADO,VIGENTE
954,POL000954,1,TODO_RIESGO,EXPIRADA
955,POL000955,1,TERCEROS_AMPLIADO,EXPIRADA
956,POL000956,2,RC,EXPIRADA
957,POL000957,1,RC,CANCELADA
958,POL000958,2,TODO_RIESGO,CANCELADA
959,POL000959,1,RC,CANCELADA
960,POL000960,1,TODO_RIESGO,VIGENTE
961,POL000961,2,TODO_RIESGO,CANCELADA
962,POL000962,1,TERCEROS_AMPLIADO,CANCELADA
963,POL000963,2,RC,CANCELADA
964,POL000964,2,RC,CANCELADA
965,POL000965,2,TERCEROS_AMPLIADO,CANCELADA
966,POL000966,2,TODO_RIESGO,EXPIRADA
967,POL000967,1,TERCEROS_AMPLIADO,VIGENTE
968,POL000968,2,TERCEROS_AMPLIADO,EXPIRADA
969,POL000969,2,RC,CANCELADA
970,POL000970,1,RC,EXPIRADA
971,POL000971,1,RC,VIGENTE
972,POL000972,1,RC,VIGENTE
973,POL000973,1,TERCEROS_AMPLIADO,VIGENTE
974,POL000974,2,TERCEROS_AMPLIADO,EXPIRADA
975,POL000975,2,TERCEROS_AMPLIADO,EXPIRADA
976,POL000976,2,TODO_RIESGO,CANCELADA
977,POL000977,2,TERCEROS_AMPLIADO,CANCELADA
978,POL000978,1,TODO_RIESGO,CANCELADA
979,POL000979,1,RC,VIGENTE
980,POL000980,1,TERCEROS_AMPLIADO,VIGENTE
981,POL000981,2,RC,CANCELADA
982,POL000982,2,TERCEROS_AMPLIADO,EXPIRADA
983,POL000983,1,RC,CANCELADA
984,POL000984,1,TODO_RIESGO,CANCELADA
985,POL000985,1,RC,EXPIRADA
986,POL000986,2,TODO_RIESGO,VIGENTE
987,POL000987,2,TODO_RIESGO,CANCELADA
988,POL000988,2,TERCEROS_AMPLIADO,EXPIRADA
989,POL000989,2,RC,CANCELADA
990,POL000990,2,TERCEROS_AMPLIADO,VIGENTE
991,POL000991,2,RC,EXPIRADA
992,POL000992,1,TODO_RIESGO,CANCELADA
993,POL000993,2,TODO_RIESGO,VIGENTE
994,POL000994,1,RC,VIGENTE
995,POL000995,2,TERCEROS_AMPLIADO,CANCELADA
996,POL000996,1,RC,EXPIRADA
997,POL000997,2,TERCEROS_AMPLIADO,VIGENTE
998,POL000998,1,TODO_RIESGO,CANCELADA
999,POL000999,2,TODO_RIESGO,CANCELADA
1000,POL001000,2,TERCEROS_AMPLIADO,CANCELADA
